Transaction ID,Customer ID,Transaction Date,Product ID,Category,Sub-category,Brand,Size,Color,Pattern,Material,Price,Discount
106,1066,2024-02-08,2227,Shirt,Casual,BrandA,S,Pink,Printed,Denim,31.33,10
107,1087,2024-11-13,2175,Dress,Casual,BrandA,L,Pink,Striped,Polyester,62.68,5
108,1034,2024-08-01,2451,Jacket,Denim,BrandB,S,White,Striped,Wool,147.28,20
109,1059,2024-06-15,2188,Dress,Evening,BrandA,XS,Black,Printed,Denim,67.44,0
110,1078,2024-01-05,2388,Skirt,Maxi,BrandB,L,White,Printed,Wool,20.52,5
111,1065,2024-10-16,2626,Shirt,Casual,BrandA,L,Pink,Printed,Wool,26.21,0
112,1022,2024-08-17,2284,Skirt,Midi,BrandE,XS,Black,Checked,Denim,29.3,20
113,1025,2024-02-23,2909,Skirt,Mini,BrandE,XS,Red,Checked,Cotton,31.56,5
114,1100,2024-02-14,2801,Jacket,Leather,BrandA,S,White,Checked,Cotton,90.9,15
115,1082,2024-05-19,2082,Skirt,Mini,BrandC,XS,Blue,Checked,Wool,22.79,5
116,1044,2024-09-06,2294,Jacket,Leather,BrandD,S,Yellow,Solid,Polyester,108.82,20
117,1089,2024-04-04,2521,Shirt,Formal,BrandC,M,White,Printed,Silk,37.1,0
118,1084,2024-12-15,2841,Shirt,Casual,BrandE,L,Black,Solid,Cotton,36.81,10
119,1024,2024-07-27,2478,Jacket,Winter,BrandB,M,Red,Solid,Polyester,139.99,5
120,1073,2024-07-13,2957,Pants,Shorts,BrandD,M,Red,Striped,Polyester,46.04,10
121,1094,2024-01-22,2088,Skirt,Maxi,BrandE,L,Green,Printed,Wool,47.19,0
122,1009,2024-03-23,2636,Dress,Party,BrandA,M,White,Checked,Silk,98.16,5
123,1028,2024-03-28,2664,Pants,Jeans,BrandA,XL,Blue,Striped,Polyester,38.86,10
124,1081,2024-01-04,2298,Shirt,Formal,BrandA,L,Yellow,Solid,Wool,36.45,0
125,1068,2024-12-26,2455,Skirt,Mini,BrandC,XL,Yellow,Striped,Wool,21.13,10
126,1048,2024-06-05,2633,Skirt,Midi,BrandB,M,Blue,Printed,Denim,44.6,5
127,1031,2024-12-16,2409,Shirt,Casual,BrandB,XS,Green,Checked,Polyester,24.24,15
128,1070,2024-08-05,2878,Shirt,Formal,BrandC,XL,Pink,Solid,Denim,26.04,10
129,1010,2024-01-17,2921,Jacket,Winter,BrandE,L,Black,Striped,Polyester,86.11,20
130,1072,2024-03-22,2054,Skirt,Mini,BrandE,M,White,Checked,Silk,21.88,15
131,1042,2024-06-02,2416,Shirt,Formal,BrandB,M,Green,Checked,Silk,54.09,10
132,1011,2024-10-28,2635,Pants,Chinos,BrandD,M,White,Striped,Silk,34.12,20
133,1065,2024-06-24,2367,Pants,Shorts,BrandE,M,Blue,Checked,Wool,60.29,10
134,1062,2024-09-18,2760,Shirt,Formal,BrandD,XS,Yellow,Printed,Denim,29.68,10
135,1027,2024-03-03,2067,Jacket,Winter,BrandD,M,White,Checked,Wool,132.55,15
136,1058,2024-10-15,2561,Skirt,Maxi,BrandE,M,Blue,Checked,Cotton,21.1,20
137,1082,2024-11-08,2066,Pants,Chinos,BrandE,L,Yellow,Printed,Denim,41.43,15
138,1048,2024-04-07,2994,Skirt,Mini,BrandB,XS,Red,Printed,Polyester,27.94,20
139,1019,2024-11-12,2194,Dress,Evening,BrandD,L,Blue,Checked,Denim,48.28,0
140,1041,2024-02-15,2966,Dress,Party,BrandC,S,Green,Solid,Polyester,54.33,5
141,1065,2024-03-19,2026,Shirt,Formal,BrandC,L,Yellow,Printed,Polyester,21.8,20
142,1087,2024-12-08,2617,Pants,Jeans,BrandA,XL,Blue,Checked,Polyester,39.76,10
143,1066,2024-09-18,2498,Jacket,Leather,BrandA,S,Blue,Striped,Wool,136.08,0
144,1066,2024-11-13,2149,Dress,Party,BrandB,XS,Blue,Striped,Silk,71.96,5
145,1054,2024-09-20,2578,Jacket,Winter,BrandD,XL,Green,Solid,Cotton,64.4,5
146,1071,2024-08-01,2304,Dress,Party,BrandB,XS,Black,Striped,Wool,84.95,0
147,1089,2024-05-02,2213,Skirt,Mini,BrandA,XS,Blue,Printed,Polyester,26.31,0
148,1053,2024-10-29,2291,Pants,Jeans,BrandA,L,Green,Striped,Silk,61.23,5
149,1100,2024-04-22,2131,Pants,Shorts,BrandE,L,White,Checked,Denim,65.03,0
150,1084,2024-12-05,2636,Pants,Chinos,BrandB,S,Pink,Striped,Silk,64.26,0
151,1089,2024-07-20,2511,Shirt,Casual,BrandA,L,Yellow,Checked,Polyester,54.93,15
152,1002,2024-08-17,2170,Jacket,Denim,BrandE,L,Blue,Striped,Denim,87.38,0
153,1090,2024-03-04,2905,Jacket,Leather,BrandB,S,Red,Printed,Wool,75.4,10
154,1069,2024-03-29,2798,Dress,Evening,BrandC,L,Red,Solid,Polyester,78.81,10
155,1010,2024-03-28,2918,Dress,Party,BrandC,XL,White,Checked,Denim,50.53,0
156,1005,2024-07-12,2418,Skirt,Maxi,BrandD,XS,Pink,Printed,Cotton,40.27,10
157,1066,2024-12-28,2342,Shirt,Casual,BrandB,XS,Yellow,Printed,Wool,44.89,0
158,1058,2024-09-03,2729,Dress,Casual,BrandC,XS,Black,Checked,Cotton,76.97,5
159,1054,2024-11-11,2537,Pants,Shorts,BrandB,L,Pink,Solid,Silk,48.06,10
160,1018,2024-11-28,2909,Dress,Casual,BrandB,XL,Black,Printed,Denim,42.84,15
161,1073,2024-04-23,2466,Skirt,Maxi,BrandD,L,White,Solid,Cotton,46.46,10
162,1041,2024-11-04,2155,Jacket,Winter,BrandC,XL,Red,Printed,Wool,73.76,20
163,1074,2024-04-13,2717,Pants,Jeans,BrandE,L,Red,Checked,Cotton,46.73,0
164,1031,2024-06-11,2188,Pants,Shorts,BrandD,XL,Pink,Printed,Denim,68.35,0
165,1062,2024-05-26,2634,Dress,Evening,BrandB,XS,White,Striped,Polyester,69.77,20
166,1028,2024-10-11,2934,Jacket,Winter,BrandC,XL,Yellow,Checked,Wool,117.22,0
167,1083,2024-03-30,2291,Skirt,Midi,BrandE,L,Pink,Solid,Silk,37.87,10
168,1013,2024-11-13,2888,Dress,Evening,BrandC,M,Yellow,Striped,Cotton,68.8,15
169,1064,2024-09-30,2889,Dress,Evening,BrandA,XL,Blue,Solid,Wool,64.02,15
170,1042,2024-03-26,2614,Jacket,Denim,BrandB,S,White,Striped,Cotton,62.41,20
171,1035,2024-07-29,2033,Pants,Shorts,BrandC,L,Yellow,Solid,Denim,45.97,20
172,1020,2024-01-23,2128,Jacket,Leather,BrandA,XS,Blue,Printed,Wool,143.3,20
173,1047,2024-05-07,2233,Dress,Evening,BrandA,XL,Blue,Printed,Denim,36.04,15
174,1086,2024-02-28,2182,Skirt,Midi,BrandC,L,Green,Striped,Denim,30.48,15
175,1086,2024-10-13,2898,Shirt,Casual,BrandE,XL,Green,Striped,Polyester,50.45,0
176,1069,2024-04-01,2717,Dress,Party,BrandB,S,Green,Striped,Silk,55.68,5
177,1030,2024-06-04,2598,Shirt,Casual,BrandA,L,Green,Solid,Silk,48.11,5
178,1060,2024-04-24,2020,Shirt,Casual,BrandD,XS,Green,Checked,Wool,36.37,10
179,1082,2024-12-31,2248,Shirt,Formal,BrandA,XL,Red,Solid,Wool,44.08,5
180,1076,2024-07-03,2032,Skirt,Midi,BrandE,XS,Red,Checked,Silk,43.44,10
181,1096,2024-01-31,2739,Skirt,Midi,BrandE,S,Black,Solid,Cotton,40.28,0
182,1012,2024-07-12,2438,Jacket,Denim,BrandA,XS,Blue,Checked,Cotton,77.24,0
183,1047,2024-12-15,2141,Skirt,Midi,BrandB,M,Black,Solid,Cotton,35.94,5
184,1012,2024-04-26,2605,Jacket,Leather,BrandA,L,Red,Checked,Denim,62.29,15
185,1014,2024-06-23,2713,Jacket,Leather,BrandC,XL,Yellow,Printed,Cotton,143.94,15
186,1099,2024-03-10,2257,Jacket,Winter,BrandD,L,Blue,Printed,Silk,118.19,0
187,1084,2024-03-06,2203,Jacket,Denim,BrandC,L,Black,Solid,Denim,90.76,5
188,1062,2024-06-24,2208,Shirt,Casual,BrandA,M,Pink,Printed,Cotton,49.93,5
189,1051,2024-08-23,2350,Jacket,Leather,BrandC,XL,Blue,Striped,Cotton,115.22,15
190,1079,2024-01-08,2893,Dress,Party,BrandE,S,White,Checked,Cotton,89.05,10
191,1069,2024-09-29,2679,Skirt,Mini,BrandD,M,White,Solid,Silk,24.9,10
192,1043,2024-08-10,2255,Shirt,Casual,BrandA,L,Yellow,Checked,Polyester,29.2,0
193,1076,2024-12-12,2842,Jacket,Denim,BrandC,XL,Yellow,Solid,Cotton,118.56,0
194,1024,2024-08-01,2234,Skirt,Maxi,BrandD,L,Blue,Striped,Cotton,21.3,20
195,1009,2024-03-01,2247,Dress,Party,BrandA,L,Black,Striped,Denim,84.23,5
196,1029,2024-08-07,2882,Skirt,Midi,BrandC,M,Pink,Striped,Wool,23.69,10
197,1091,2024-11-14,2724,Shirt,Casual,BrandD,S,Yellow,Checked,Wool,49.16,0
198,1054,2024-05-10,2374,Shirt,Casual,BrandD,M,Pink,Printed,Cotton,35.69,10
199,1069,2024-07-17,2726,Dress,Casual,BrandD,XL,Red,Striped,Cotton,48.28,20
200,1093,2024-11-18,2508,Dress,Party,BrandA,XL,Green,Printed,Wool,58.02,5
201,1095,2024-02-08,2704,Jacket,Leather,BrandC,M,Black,Striped,Silk,58.55,20
202,1054,2024-06-13,2196,Pants,Jeans,BrandC,S,Pink,Solid,Wool,31.5,10
203,1098,2024-01-08,2858,Dress,Casual,BrandE,XS,Green,Printed,Cotton,91.06,10
204,1016,2024-10-08,2293,Skirt,Midi,BrandC,S,Green,Striped,Denim,24.04,5
205,1003,2024-07-10,2225,Skirt,Maxi,BrandD,M,White,Printed,Silk,37.04,15
206,1096,2024-03-24,2126,Skirt,Maxi,BrandD,M,White,Checked,Silk,41.03,20
207,1054,2024-05-09,2985,Skirt,Mini,BrandD,M,Red,Checked,Silk,37.54,5
208,1067,2024-06-05,2466,Dress,Party,BrandA,M,Red,Checked,Cotton,33.42,20
209,1078,2024-08-15,2195,Dress,Casual,BrandE,XS,Pink,Striped,Silk,79.55,0
210,1089,2024-02-12,2910,Pants,Chinos,BrandE,L,Pink,Striped,Cotton,62.33,0
211,1085,2024-04-28,2001,Jacket,Leather,BrandB,M,Black,Solid,Denim,121.96,5
212,1023,2024-05-06,2744,Jacket,Winter,BrandE,XL,Black,Striped,Silk,73.91,20
213,1077,2024-09-25,2362,Shirt,Casual,BrandA,L,Blue,Striped,Silk,22.82,20
214,1083,2024-07-20,2310,Dress,Party,BrandE,XL,Green,Solid,Denim,50.41,5
215,1009,2024-09-21,2703,Skirt,Mini,BrandC,XS,Red,Checked,Cotton,28.36,10
216,1034,2024-09-30,2742,Jacket,Winter,BrandE,XL,White,Checked,Polyester,124.09,10
217,1060,2024-01-03,2604,Skirt,Midi,BrandD,XS,White,Checked,Silk,20.86,15
218,1055,2024-03-13,2470,Shirt,Casual,BrandE,L,Red,Checked,Cotton,20.37,15
219,1000,2024-10-04,2062,Jacket,Winter,BrandD,M,Blue,Printed,Polyester,101.98,15
220,1076,2024-06-29,2998,Shirt,Casual,BrandB,XL,Yellow,Checked,Wool,47.83,0
221,1089,2024-03-04,2500,Pants,Chinos,BrandC,L,Blue,Solid,Silk,39.33,15
222,1097,2024-11-20,2541,Dress,Evening,BrandD,XS,Black,Solid,Silk,87.41,20
223,1067,2024-07-17,2947,Skirt,Midi,BrandC,XL,Green,Printed,Wool,30.18,10
224,1073,2024-01-05,2178,Skirt,Mini,BrandE,L,Green,Checked,Denim,34.51,5
225,1067,2024-08-14,2901,Pants,Jeans,BrandE,XL,Green,Checked,Silk,49.43,20
226,1098,2024-06-09,2808,Dress,Evening,BrandE,S,Blue,Printed,Polyester,88.06,10
227,1011,2024-06-08,2468,Pants,Shorts,BrandD,L,Yellow,Printed,Silk,28.6,10
228,1035,2024-01-21,2895,Jacket,Winter,BrandC,L,Red,Checked,Silk,80.22,0
229,1058,2024-02-06,2802,Jacket,Winter,BrandB,XL,Pink,Solid,Wool,81.38,20
230,1065,2024-08-11,2866,Dress,Evening,BrandA,L,Yellow,Solid,Cotton,86.42,0
231,1036,2024-07-06,2140,Skirt,Maxi,BrandB,L,Pink,Printed,Silk,21.34,0
232,1095,2024-07-16,2515,Pants,Chinos,BrandB,XS,Green,Solid,Silk,30.67,20
233,1095,2024-07-12,2334,Dress,Party,BrandD,XS,Green,Checked,Silk,86.57,15
234,1047,2024-11-17,2927,Dress,Party,BrandC,M,Yellow,Striped,Silk,64.93,0
235,1023,2024-08-29,2967,Pants,Shorts,BrandD,XS,Green,Checked,Polyester,45.57,0
236,1012,2024-12-26,2348,Dress,Party,BrandE,XL,Blue,Checked,Polyester,89.28,10
237,1019,2024-12-25,2734,Pants,Chinos,BrandC,XL,Yellow,Striped,Polyester,58.43,5
238,1020,2024-04-28,2188,Jacket,Winter,BrandB,M,Black,Printed,Polyester,105.21,20
239,1016,2024-07-20,2967,Shirt,Casual,BrandA,L,White,Printed,Polyester,58.32,5
240,1021,2024-05-28,2210,Dress,Casual,BrandC,XL,Pink,Striped,Polyester,89.09,5
241,1010,2024-07-09,2628,Shirt,Casual,BrandA,M,Red,Checked,Wool,31.71,5
242,1071,2024-01-02,2945,Skirt,Maxi,BrandD,S,Blue,Solid,Polyester,20.58,20
243,1029,2024-08-10,2145,Pants,Shorts,BrandB,L,Black,Checked,Cotton,32.46,10
244,1050,2024-10-25,2193,Pants,Chinos,BrandA,L,Black,Checked,Wool,32.77,5
245,1090,2024-02-06,2177,Jacket,Leather,BrandC,M,White,Checked,Denim,82.11,0
246,1099,2024-03-24,2429,Dress,Evening,BrandC,XS,Yellow,Checked,Polyester,58.27,20
247,1100,2024-02-27,2285,Dress,Casual,BrandE,L,White,Solid,Cotton,91.27,15
248,1006,2024-12-24,2888,Dress,Evening,BrandA,XS,White,Printed,Silk,66.56,20
249,1085,2024-11-25,2532,Skirt,Midi,BrandC,XL,Pink,Solid,Cotton,46.69,5
250,1095,2024-12-07,2230,Pants,Chinos,BrandB,XL,White,Striped,Polyester,46.79,20
251,1043,2024-08-15,2261,Pants,Chinos,BrandC,M,Black,Solid,Silk,29.37,15
252,1003,2024-02-05,2500,Skirt,Maxi,BrandB,XL,Yellow,Printed,Silk,47.76,20
253,1019,2024-04-03,2584,Shirt,Formal,BrandA,S,Pink,Checked,Wool,49.05,20
254,1000,2024-07-13,2527,Skirt,Midi,BrandA,M,Green,Striped,Wool,20.9,15
255,1005,2024-05-17,2076,Dress,Casual,BrandC,S,Blue,Striped,Wool,45.5,0
256,1025,2024-07-23,2775,Pants,Shorts,BrandD,XS,Pink,Printed,Silk,66.74,15
257,1037,2024-04-01,2125,Dress,Evening,BrandE,L,White,Checked,Cotton,97.5,10
258,1058,2024-04-06,2917,Pants,Jeans,BrandB,M,Black,Printed,Polyester,41.6,20
259,1064,2024-03-16,2911,Dress,Party,BrandE,L,White,Striped,Silk,89.51,5
260,1056,2024-10-14,2016,Jacket,Leather,BrandE,XS,Blue,Checked,Wool,129.7,20
261,1070,2024-11-04,2765,Shirt,Casual,BrandA,S,Green,Checked,Denim,56.59,0
262,1065,2024-06-06,2969,Dress,Party,BrandA,L,Green,Checked,Silk,84.27,0
263,1052,2024-01-01,2868,Dress,Party,BrandE,XL,Red,Solid,Denim,98.47,20
264,1050,2024-07-20,2190,Skirt,Mini,BrandC,XL,Yellow,Checked,Denim,28.05,0
265,1043,2024-04-10,2976,Dress,Casual,BrandB,L,Green,Striped,Silk,88.04,10
266,1036,2024-11-19,2693,Skirt,Midi,BrandE,XL,Blue,Striped,Wool,35.89,10
267,1077,2024-12-04,2799,Pants,Chinos,BrandD,M,Green,Checked,Wool,53.34,0
268,1073,2024-06-01,2773,Shirt,Formal,BrandD,L,Black,Printed,Silk,53.62,20
269,1014,2024-03-09,2293,Dress,Evening,BrandE,M,Yellow,Striped,Polyester,96.69,15
270,1082,2024-12-12,2706,Pants,Jeans,BrandD,XS,Blue,Checked,Denim,49.18,5
271,1074,2024-01-14,2934,Jacket,Winter,BrandD,M,Red,Printed,Denim,125.69,5
272,1026,2024-02-22,2675,Jacket,Denim,BrandB,XS,Pink,Striped,Polyester,137.87,20
273,1096,2024-12-31,2211,Skirt,Mini,BrandE,S,Yellow,Printed,Silk,40.73,0
274,1051,2024-09-14,2893,Pants,Chinos,BrandC,XS,Black,Striped,Denim,50.8,5
275,1094,2024-11-21,2121,Dress,Casual,BrandA,S,White,Striped,Denim,44.27,5
276,1029,2024-06-05,2074,Jacket,Winter,BrandC,S,Blue,Striped,Polyester,81.34,0
277,1077,2024-03-03,2993,Skirt,Maxi,BrandD,S,White,Printed,Cotton,44.57,10
278,1086,2024-12-19,2602,Shirt,Formal,BrandC,XS,White,Solid,Wool,54.16,20
279,1079,2024-04-24,2927,Shirt,Formal,BrandE,L,Red,Printed,Silk,40.63,15
280,1089,2024-03-21,2348,Shirt,Casual,BrandC,S,Red,Striped,Cotton,29.46,5
281,1088,2024-08-24,2790,Dress,Casual,BrandA,XL,Red,Printed,Denim,77.18,5
282,1074,2024-02-12,2274,Pants,Shorts,BrandC,XL,Pink,Striped,Polyester,55.7,5
283,1096,2024-02-07,2814,Pants,Chinos,BrandE,XS,White,Checked,Cotton,42.32,10
